Competitor Part Number,Shareway Part Number,Description,Category
SWB1015-SML_,SRT9496,Coilcraft SRT Series Cross-Reference,Transformers
SWB1040-PCL,SRT9486,Coilcraft SRT Series Cross-Reference,Transformers
SWB1040-SML_,SRT9497,Coilcraft SRT Series Cross-Reference,Transformers
SWB2010-1-PCL,SRT9488,Coilcraft SRT Series Cross-Reference,Transformers
SWB2010-1-SML_,SRT9500,Coilcraft SRT Series Cross-Reference,Transformers
SWB2010-PCL,SRT9487,Coilcraft SRT Series Cross-Reference,Transformers
SWB2010-SML_,SRT9498,Coilcraft SRT Series Cross-Reference,Transformers
SWB2040-PCL,SRT9489,Coilcraft SRT Series Cross-Reference,Transformers
SWB2040-SML_,SRT9502,Coilcraft SRT Series Cross-Reference,Transformers
SWB3010-1-PCL,SRT9491,Coilcraft SRT Series Cross-Reference,Transformers
SWB3010-1-SML_,SRT9504,Coilcraft SRT Series Cross-Reference,Transformers
SWB3010-PCL,SRT9490,Coilcraft SRT Series Cross-Reference,Transformers
SWB3010-SML_,SRT9503,Coilcraft SRT Series Cross-Reference,Transformers
SWB3015-PCL,SRT9492,Coilcraft SRT Series Cross-Reference,Transformers
SWB3040-PCL,SRT9493,Coilcraft SRT Series Cross-Reference,Transformers
SWB3040-SML_,SRT9505,Coilcraft SRT Series Cross-Reference,Transformers
"Shell,15u&quot",SRJ3094CNL,"Shell,15u&quot",RJ45 Connectors
"Shell,15u&quot;Au",SRJ3094CNL,"Shell,15u&quot;Au",RJ45 Connectors
T025022-00,SWT025022-00,Power Transformer,Transformers
T1021NLT,SC81027ANL,T1021NLT,LAN Transformers
T1022,ST81022NLE,Pulse Cross-Reference,LAN Transformers
T1065NL,ST81065NLE,Pulse Cross-Reference,LAN Transformers
T1068,SC81067ANL,T1068,LAN Transformers
T1071NL,ST81071NLE,Pulse Cross-Reference,LAN Transformers
T1090NL,ST81090NLE,Pulse Cross-Reference,LAN Transformers
T1114NL,ST81114NLE,Pulse Cross-Reference,LAN Transformers
T1124NL,ST81124NLE,Pulse Cross-Reference,LAN Transformers
T1212,ST1286ANLE,Pulse Cross-Reference,LAN Transformers
T1212NL,ST12867ANLE,Pulse Cross-Reference,LAN Transformers
T1218,ST12888ANL,Pulse Cross-Reference,LAN Transformers
T3001,ST83001ANL,Pulse Cross-Reference,LAN Transformers
T3027NL,ST06973ANL,Pulse Cross-Reference,LAN Transformers
T5011,ST85011PNL,Pulse Cross-Reference,LAN Transformers
T5631,SRJ171602,No Filter RJ45,RJ45 Connectors
T60403-K4021-X146,ST4021BNL,VAC Cross-Reference,
T60403-K4081-X004,ST0418NL,VAC Cross-Reference,
T60403-K4081-X004/ SSOTR09T2,THC13103,Housing Transformer,LAN Transformers
T60403-K4081-X007,ST4081NL,VAC Cross-Reference,
T60403-K4081-X008,ST4083NL,VAC Cross-Reference,
T60403-K4081-X008 SMD Version,ST4083SNL,VAC Cross-Reference,
T60403-K5024-X043,ST0443NL,VAC Cross-Reference,
T60403-K5024-X044,ST0414NL,VAC Cross-Reference,
T60403-K5024-X078,ST0478NL,VAC Cross-Reference,
T60403-K5024-X079,ST0412NL,VAC Cross-Reference,
T60403-K5024-X079,ST0412NL/ ST0412NLR,VAC Cross-Reference,
T60403-K5024-X090,ST0416NL,VAC Cross-Reference,
T60403-K5024-X092,ST0426NL,VAC Cross-Reference,
T60403-K5024-X097,ST0422NL,VAC Cross-Reference,
T60403-K5024-X100,ST0411NL,VAC Cross-Reference,
T60403-K5032-X102,ST0532NL,VAC Cross-Reference,
T60403-L5032-X051,ST0531NL,VAC Cross-Reference,
T60404-E4622-X503,SCT062K1,VAC Cross-Reference,Transformers
T7015NL,ST87015NLE,Pulse Cross-Reference,LAN Transformers
T74014,ST16014NL,Power Transformer,Transformers
TA140-22B,SC21644NL,Bothhand Cross-Reference,LAN Transformers
TA7608-AL_,SER3151,Coilcraft flyback transformer for silicon labs si88xx 2.5kv isolated dc-dc donverter,Transformers
TA7618-AL_,SER5100,Coilcraft flyback transformer for silicon labs si88xx 5kv isolated dc-dc donverter,Transformers
TA7788-AL_,SER5101,Coilcraft flyback transformer for silicon labs si828x 5kv isolated dc-dc donverter,Transformers
TG-UT35L95S,SEP7012R,Halo Flyback Transformer,Transformers
TG01-0406N1,ST16873ANL,HALO Cross-Reference,LAN Transformers
TG01-0406NS,ST85967NL,HALO Cross-Reference,LAN Transformers
TG04-TDK1N1,ST88631NLE,HALO Cross-Reference,LAN Transformers
TG05-1205NM5,ST80001NL,HALO Cross-Reference,LAN Transformers
TG05-1205NM5RL,ST80001NL,HALO Cross-Reference,LAN Transformers
TG05-1205NX,ST81262NL,HALO Cross-Reference,LAN Transformers
TG05-1205NXRL,ST81262NL,HALO Cross-Reference,LAN Transformers
TG07-0206NSRL,ST06008NL,HALO Cross-Reference,LAN Transformers
TG08-1205N1,ST81188NL,HALO Cross-Reference,LAN Transformers
TG08-1205N1RL,ST81188NL,HALO Cross-Reference,LAN Transformers
TG08-1505NZ,ST24013ANL,HALO Cross-Reference,LAN Transformers
TG10-DA1NSLF ( 6-pin part ）,TRS86006NL,HALO Cross-Reference,LAN Transformers
TG10G-S100NJRL,SC70088DNL,TG10G-S100NJRL,LAN Transformers
TG110-050N5RL,SC1198NL,HALO Cross-Reference,LAN Transformers
TG110-3506N5,SC1302NL,HALO Cross-Reference,LAN Transformers
TG110-3506NX,SC44006NL,HALO Cross-Reference,LAN Transformers
TG110-6506NX,SRJ1236NL,HALO Cross-Reference,RJ45 Connectors
TG110-E050N5LF,SC1198NL,HALO Cross-Reference,LAN Transformers
TG110-E055N5LF,SC1188NL,HALO Cross-Reference,LAN Transformers
TG110-E055N5RL,SC1188NLE,HALO Cross-Reference,LAN Transformers
TG110-S050N2,SC1183NL,HALO Cross-Reference,LAN Transformers
TG110-S050N2LF,SC1183NL,HALO Cross-Reference,LAN Transformers
TG110-S050N2LF,SC11837CNL,TG110-S050N2LF,LAN Transformers
"TG110-S050N2LF,S558-5999-J1-F",SC11837CNL,"TG110-S050N2LF,S558-5999-J1-F",LAN Transformers
TG110-S050PH2RL,SC41645NL,HALO Cross-Reference,LAN Transformers
TG110-S055J2RL,SC41604NL,HALO Cross-Reference,LAN Transformers
TG110-S055N2,SC1102NL,HALO Cross-Reference,LAN Transformers
TG110-S055N2LF,SC1102NL,HALO Cross-Reference,LAN Transformers
TG110-S055N2RL,SC1102NL,HALO Cross-Reference,LAN Transformers
TG110-S055P2RL,SC41604NL.,HALO Cross-Reference,LAN Transformers
TG110-S055P2RL,SC41604NL,HALO Cross-Reference,LAN Transformers
TG111-E001J24LF,SC82447CNL,TG111-E001J24LF,LAN Transformers
TG111-HP3NZRL,SC6096NL,HALO Cross-Reference,LAN Transformers
TG111-HRPE10NYRL,SC82425ANLE,HALO Cross-Reference,LAN Transformers
TG111-HRPE10NYRL,SC82425ANL,HALO Cross-Reference,LAN Transformers
TG111-S001J24RL,SC82442NL,HALO Cross-Reference,LAN Transformers
TG111-S12NYNRL,SC82444NLE,HALO Cross-Reference,LAN Transformers
TG111-S12NYNRL,SC82444NL,HALO Cross-Reference,LAN Transformers
TG1G-AE11NZ6NL,SC5005ANL,HALO Cross-Reference,LAN Transformers
TG1G-E001NJRL,SC82430ANL,HALO Cross-Reference,LAN Transformers
TG1G-E001NY,SC5015ANL,HALO Cross-Reference,LAN Transformers
TG1G-E001NYRL,SC5015ANL,HALO Cross-Reference,LAN Transformers
TG1G-E001NZRL,SC5004ANL,HALO Cross-Reference,LAN Transformers
TG1G-E005J24RL,SC82446ANL,HALO Cross-Reference,LAN Transformers
TG1G-E012NZLF,SC6062ANL,HALO Cross-Reference,LAN Transformers
TG1G-E012NZRL,SC6062ANL,HALO Cross-Reference,LAN Transformers
TG1G-RP44NZRL,SC42422NLE,HALO Cross-Reference,LAN Transformers
TG1G-S001NZRL,SC5004NL,HALO Cross-Reference,LAN Transformers
TG1G-S002NZ,SC5007NL,HALO Cross-Reference,LAN Transformers
TG1G-S002NZRL,SC5007NL,HALO Cross-Reference,LAN Transformers
TG1G-S032NYLF,SC50086CNL,TG1G-S032NYLF,LAN Transformers
TG1G-S032NYRL,SC50080NL,TG1G-S032NYRL,LAN Transformers
TG1G-S202NV6*,SC5012NL,HALO Cross-Reference,LAN Transformers
TG22-3506NDRL,SC1012NL,HALO Cross-Reference,LAN Transformers
TG22-3506NLRLTR,SC1012NL,HALO Cross-Reference,LAN Transformers
TG22-3506NLRLTR,SC10128NL,TG22-3506NLRLTR,LAN Transformers
"TG22-3506NLRLTR,HY60H50S,16ST1086",SC10128NL,"TG22-3506NLRLTR,HY60H50S,16ST1086",LAN Transformers
TG23-1505NZ,ST24011ANL,HALO Cross-Reference,LAN Transformers
TG26-1205N1RL,ST85861NL,HALO Cross-Reference,LAN Transformers
TG41-2006NRL,SC21617NL,HALO Cross-Reference,LAN Transformers
TG41-2006NRL,SC21617NL,HALO Cross-Reference,RJ45 Connectors
TG41-2006NRL,SRJ21617NL,HALO Cross-Reference,LAN Transformers
TG42-1406N1RL,SC85745NL,HALO Cross-Reference,LAN Transformers
TG48-1205N1RL,ST81187NL,HALO Cross-Reference,LAN Transformers
TG48-1505NZ,ST24015ANLE,HALO Cross-Reference,LAN Transformers
TG5G-HPE6NZ5LF,SC72459NL,TG5G-HPE6NZ5LF,LAN Transformers
TG74-1406N1RL,SC88041ANL,HALO Cross-Reference,LAN Transformers
TG74-1406N1RL,SC88042ANL,TG74-1406N1RL,LAN Transformers
TG74-1505N1,ST81094NL,HALO Cross-Reference,LAN Transformers
TG74-1505NZ,ST80010NL,HALO Cross-Reference,LAN Transformers
TG74-PH01NZRL,ST80010NL,HALO Cross-Reference,LAN Transformers
TG74-PH02NV6RL,ST48003ANL,HALO Cross-Reference,LAN Transformers
TG75-1406NRL,ST21616ANL,HALO Cross-Reference,LAN Transformers
TG75-1505NZ,ST81193ANL,HALO Cross-Reference,LAN Transformers
TG75-1505NZRL,ST81193NL,HALO Cross-Reference,LAN Transformers
TG83-1505NURL,ST81019ANLE,HALO Cross-Reference,LAN Transformers
TG83-1505NX,ST40076ANLE,HALO Cross-Reference,LAN Transformers
TG83-S006NURL,ST81018ANLE,HALO Cross-Reference,LAN Transformers
TG91-1505N1,ST16140ANLE,HALO Cross-Reference,LAN Transformers
TGM-250NS,ST2292ANL,HALO Cross-Reference,LAN Transformers
TGM-340NARL,ST06015ANL,HALO Cross-Reference,LAN Transformers
TGM210NSRLTR,SG210NL,HALO Cross-Reference,LAN Transformers
TGM240NS,SG240NL,HALO Cross-Reference,LAN Transformers
TGM250NSRL,SG2501NL,HALO Cross-Reference,LAN Transformers
TGM340NARL,SG340NL,HALO Cross-Reference,LAN Transformers
TGMR-501V6LF,SG6501NL,HALO Cross-Reference,LAN Transformers
